team_name_home,team_score_home,team_name_away,team_score_away,possession_%_home,possession_%_away,total_shots_home,total_shots_away,on_target_home,on_target_away,off_target_home,off_target_away,blocked_home,blocked_away,passing_%_home,passing_%_away,attacking_3rd_%_home,attacking_3rd_%_away,key_passes_home,key_passes_away,clear-cut_chances_home,clear-cut_chances_away,crosses_%_home,crosses_%_away,dribbles_%_home,dribbles_%_away,corners_home,corners_away,offsides_home,offsides_away,recoveries_home,recoveries_away,tackles_%_home,tackles_%_away,interceptions_home,interceptions_away,blocks_home,blocks_away,clearances_home,clearances_away,headed_clearances_home,headed_clearances_away,aerial_duels_%_home,aerial_duels_%_away,blocked_crosses_home,blocked_crosses_away,saves_home,saves_away,catches_%_home,catches_%_away,fouls_committed_home,fouls_committed_away,fouls_won_home,fouls_won_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,match_result
Bradford City,0,Charlton Athletic,1,51.0,49.0,15,14,4,5,6,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,4,4,0,0,10,11,11,10,3,1,0,0,2
Doncaster Rovers,0,Walsall,3,58.0,42.0,16,7,4,3,8,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,4,0,0,12,13,13,12,1,2,0,0,2
Gillingham,1,Northampton Town,2,56.0,44.0,13,14,2,5,5,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,1,0,0,16,11,11,16,1,3,0,0,2
Milton Keynes Dons,4,Oldham Athletic,4,45.0,55.0,16,10,8,5,7,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,4,0,0,13,9,9,12,3,3,0,0,0
Oxford United,3,Rotherham United,3,48.0,52.0,18,10,9,4,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,6,0,0,10,12,10,10,2,2,0,0,0
Rochdale,1,Bristol Rovers,0,47.0,53.0,9,14,2,5,5,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,5,1,0,0,11,9,9,11,0,2,0,0,1
Scunthorpe United,2,Peterborough United,1,49.0,51.0,17,8,4,3,8,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,2,0,0,14,10,9,14,3,2,0,0,1
Shrewsbury Town,1,Fleetwood Town,0,61.0,39.0,12,1,7,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,8,11,11,8,0,2,0,0,1
Southend United,1,Bury,0,51.0,49.0,12,11,3,6,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,6,0,0,8,7,7,8,0,0,0,0,1
AFC Wimbledon,3,Rotherham United,1,49.0,51.0,8,12,5,5,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,2,0,0,16,12,11,16,0,2,0,0,1
Blackburn Rovers,1,Plymouth Argyle,1,63.0,37.0,25,8,4,4,11,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,3,3,0,0,8,2,2,8,1,0,0,0,0
Blackpool,2,Bury,1,52.0,48.0,12,21,6,6,3,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,4,0,0,9,14,14,9,2,1,0,0,1
Bradford City,1,Oldham Athletic,1,55.0,45.0,19,12,2,7,9,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,6,1,0,0,6,13,12,6,3,3,0,0,0
Doncaster Rovers,2,Portsmouth,1,51.0,49.0,3,8,1,2,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,13,13,1,2,0,1,1
Gillingham,1,Wigan Athletic,1,42.0,58.0,12,17,3,4,7,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,3,2,0,0,11,9,9,11,0,1,0,0,0
Milton Keynes Dons,1,Walsall,1,58.0,42.0,12,11,4,4,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,11,8,8,11,1,0,0,0,0
Oxford United,1,Charlton Athletic,1,50.0,50.0,18,15,4,3,9,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,2,3,0,0,9,12,12,9,2,1,0,0,0
Rochdale,2,Northampton Town,2,45.0,55.0,16,14,6,5,8,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,3,4,0,0,14,10,9,14,2,1,0,0,0
Scunthorpe United,1,Fleetwood Town,1,47.0,53.0,13,14,6,6,5,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,5,0,0,7,8,8,7,0,1,0,0,0
Shrewsbury Town,4,Bristol Rovers,0,53.0,47.0,11,9,6,3,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,9,7,7,9,0,1,0,0,1
Southend United,1,Peterborough United,1,51.0,49.0,19,18,6,7,8,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,6,5,0,0,7,10,10,7,3,2,0,0,0
Bristol Rovers,0,Oxford United,1,46.0,54.0,15,11,3,4,5,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,3,3,0,0,11,13,13,10,3,4,0,0,2
Bury,3,Bradford City,1,47.0,53.0,15,14,10,4,4,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,3,7,0,0,17,3,3,17,2,1,0,0,1
Charlton Athletic,1,Doncaster Rovers,0,41.0,59.0,13,7,7,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,5,7,0,0,13,14,14,13,4,3,0,0,1
Fleetwood Town,2,Rochdale,2,49.0,51.0,7,10,3,6,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,7,19,18,7,0,0,1,0,0
Northampton Town,0,AFC Wimbledon,1,54.0,46.0,8,6,4,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,7,11,11,7,4,1,0,0,2
Oldham Athletic,1,Blackburn Rovers,0,52.0,48.0,16,9,7,3,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,6,0,0,14,13,13,14,1,4,0,0,1
Peterborough United,0,Gillingham,1,55.0,45.0,17,12,7,4,9,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,7,0,0,9,19,19,9,1,3,0,0,2
Plymouth Argyle,1,Shrewsbury Town,1,46.0,54.0,7,11,4,5,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,12,13,12,12,0,1,0,0,0
Portsmouth,2,Milton Keynes Dons,0,56.0,44.0,11,6,3,1,6,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,16,17,17,16,1,3,0,0,1
Rotherham United,2,Scunthorpe United,0,52.0,48.0,11,12,8,5,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,6,0,0,9,6,5,8,2,1,0,0,1
Walsall,1,Blackpool,1,45.0,55.0,13,12,1,6,6,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,5,0,0,0,9,8,8,9,0,2,0,0,0
Wigan Athletic,3,Southend United,0,62.0,38.0,15,5,8,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,8,16,16,8,0,0,0,1,1
Gillingham,0,Portsmouth,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Doncaster Rovers,4,Southend United,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Milton Keynes Dons,1,Bradford City,4,35.0,65.0,11,22,5,10,3,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,4,0,0,15,4,4,15,4,2,1,0,2
Northampton Town,0,Bristol Rovers,6,44.0,56.0,12,24,3,16,7,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,10,3,0,0,8,12,12,8,1,2,1,0,2
Oxford United,3,AFC Wimbledon,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Plymouth Argyle,1,Fleetwood Town,2,48.0,52.0,6,8,4,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,7,21,20,7,0,4,0,0,2
Rochdale,0,Rotherham United,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Scunthorpe United,1,Wigan Athletic,2,48.0,52.0,7,13,5,5,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,4,0,0,12,10,10,12,4,1,0,1,2
Walsall,1,Shrewsbury Town,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFC Wimbledon,0,Rochdale,0,49.0,51.0,10,8,3,3,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,3,0,0,12,12,12,12,0,2,0,0,0
Blackburn Rovers,1,Gillingham,0,62.0,38.0,16,10,6,4,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,4,5,0,0,10,18,18,9,1,2,0,0,1
Bradford City,2,Doncaster Rovers,0,52.0,48.0,7,19,5,7,1,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,6,3,0,0,17,7,7,17,3,1,0,0,1
Bristol Rovers,2,Plymouth Argyle,1,65.0,35.0,13,8,7,3,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,5,0,0,11,10,10,11,4,2,0,1,1
Bury,0,Milton Keynes Dons,2,53.0,47.0,26,18,11,8,9,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,11,0,0,18,21,20,18,2,3,0,0,2
Fleetwood Town,1,Charlton Athletic,3,43.0,57.0,6,7,2,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,9,7,7,9,3,0,0,0,2
Peterborough United,1,Oxford United,4,49.0,51.0,18,13,7,6,10,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,6,0,0,11,10,10,10,1,2,0,0,2
Portsmouth,1,Oldham Athletic,2,49.0,51.0,9,19,2,6,6,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,1,0,0,13,11,11,13,1,6,0,0,2
Rotherham United,1,Northampton Town,0,51.0,49.0,21,13,12,4,3,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,3,8,0,0,13,10,10,13,2,1,0,0,1
Shrewsbury Town,2,Scunthorpe United,0,42.0,58.0,9,12,3,5,3,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,5,1,0,0,11,8,8,10,1,2,0,0,1
Southend United,2,Blackpool,1,52.0,48.0,10,16,4,7,3,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,5,2,0,0,19,15,15,19,2,0,0,0,1
Wigan Athletic,2,Walsall,0,52.0,48.0,14,6,5,0,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,2,0,0,11,8,7,11,2,1,0,0,1
Blackburn Rovers,2,Rotherham United,0,56.0,44.0,19,11,6,2,11,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,4,0,0,11,9,9,10,3,4,0,0,1
Blackpool,0,Rochdale,0,50.0,50.0,11,15,2,5,6,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,2,0,0,7,10,10,6,1,0,0,0,0
Bradford City,0,Fleetwood Town,3,60.0,40.0,21,14,6,6,6,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,3,5,0,0,7,7,5,7,2,0,0,0,2
Bury,3,Oxford United,0,54.0,46.0,15,11,7,3,6,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,4,0,0,16,11,11,16,3,1,0,0,1
Doncaster Rovers,1,Shrewsbury Town,2,55.0,45.0,13,13,7,5,5,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,3,6,0,0,4,8,8,4,1,2,0,0,2
Gillingham,0,Scunthorpe United,0,44.0,56.0,8,10,1,3,2,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,17,9,9,16,0,0,0,0,0
Milton Keynes Dons,0,Northampton Town,0,54.0,46.0,10,12,4,3,4,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,4,0,0,9,7,7,9,0,0,0,0,0
Oldham Athletic,3,Peterborough United,2,50.0,50.0,12,15,5,8,5,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,6,2,0,0,11,10,10,10,3,1,1,0,1
Portsmouth,3,Bristol Rovers,0,48.0,52.0,11,13,3,2,6,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,0,0,0,8,14,14,8,1,2,0,0,1
Southend United,1,AFC Wimbledon,0,47.0,53.0,14,14,6,2,6,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,5,0,0,11,16,16,9,1,1,0,0,1
Walsall,2,Charlton Athletic,2,46.0,54.0,18,13,5,5,7,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,3,0,0,13,7,7,13,2,1,0,0,0
Wigan Athletic,1,Plymouth Argyle,0,57.0,43.0,23,6,7,1,7,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,1,6,0,0,8,14,14,7,1,4,0,0,1
Bristol Rovers,3,Blackpool,1,57.0,43.0,16,11,7,3,7,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,4,0,0,14,7,7,13,5,0,0,0,1
Charlton Athletic,1,Bury,1,58.0,42.0,19,11,8,3,6,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,2,7,0,0,6,19,19,6,1,2,0,0,0
Fleetwood Town,2,Southend United,4,40.0,60.0,5,18,3,10,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,6,1,0,0,9,17,16,9,1,0,1,0,2
Northampton Town,0,Bradford City,1,50.0,50.0,6,7,3,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,13,9,9,13,0,1,0,0,2
Oxford United,1,Walsall,2,57.0,43.0,5,10,4,7,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,4,5,5,4,1,0,0,0,2
Peterborough United,3,Wigan Athletic,2,43.0,57.0,13,15,10,5,3,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,7,0,0,8,6,5,8,2,3,0,0,1
Plymouth Argyle,0,Doncaster Rovers,3,47.0,53.0,4,14,0,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,13,13,8,3,2,1,0,2
Rochdale,3,Gillingham,0,58.0,42.0,19,9,9,1,7,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,6,0,0,9,20,20,9,2,2,0,1,1
Rotherham United,5,Oldham Athletic,1,57.0,43.0,15,6,9,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,13,12,12,11,1,3,0,0,1
Scunthorpe United,2,Portsmouth,0,41.0,59.0,8,13,3,3,2,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,1,0,0,10,8,8,10,0,0,0,0,1
Shrewsbury Town,1,Blackburn Rovers,1,54.0,46.0,16,14,5,5,5,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,4,0,0,8,7,6,8,0,1,0,0,0
AFC Wimbledon,0,Milton Keynes Dons,2,55.0,45.0,11,5,4,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,15,17,16,14,3,2,0,0,2
Wigan Athletic,1,Northampton Town,0,49.0,51.0,9,6,3,2,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,10,20,18,10,2,1,0,0,1
Doncaster Rovers,0,Scunthorpe United,1,53.0,47.0,8,4,1,2,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,11,9,9,11,2,1,0,0,2
Blackburn Rovers,0,AFC Wimbledon,1,58.0,42.0,10,10,3,3,5,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,3,0,0,13,8,8,13,2,2,0,0,2
Blackpool,3,Oxford United,1,53.0,47.0,19,11,8,4,6,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,5,0,0,8,11,11,8,3,3,0,0,1
Bradford City,1,Rotherham United,0,56.0,44.0,10,20,4,7,4,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,7,3,0,0,14,17,17,14,4,2,0,1,1
Bury,0,Plymouth Argyle,0,58.0,42.0,18,6,9,2,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,8,0,0,11,13,12,11,1,1,0,0,0
Gillingham,1,Charlton Athletic,0,46.0,54.0,9,23,5,12,3,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,11,4,0,0,10,13,12,10,4,3,0,0,1
Milton Keynes Dons,3,Rochdale,2,56.0,44.0,9,12,6,7,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,3,0,0,7,19,19,7,1,3,0,0,1
Oldham Athletic,1,Shrewsbury Town,2,58.0,42.0,18,11,3,4,10,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,2,0,0,8,13,13,8,2,3,1,0,2
Portsmouth,4,Fleetwood Town,1,55.0,45.0,13,6,5,2,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,5,7,7,5,0,1,0,1,1
Southend United,2,Northampton Town,2,53.0,47.0,15,6,4,4,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,2,0,0,10,12,10,8,3,4,0,1,0
Walsall,1,Peterborough United,1,45.0,55.0,13,24,5,4,6,7,2,13,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,3,4,0,0,9,7,7,9,1,2,0,0,0
Wigan Athletic,3,Bristol Rovers,0,55.0,45.0,16,11,10,3,1,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,2,7,0,0,12,7,7,10,2,0,0,1,1
AFC Wimbledon,1,Gillingham,1,56.0,44.0,23,8,9,5,7,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,4,8,0,0,14,10,10,14,3,3,0,1,0
Bristol Rovers,2,Oldham Athletic,3,50.0,50.0,13,10,4,3,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,2,0,0,6,11,11,6,1,1,0,0,2
Charlton Athletic,0,Wigan Athletic,3,44.0,56.0,11,24,2,12,6,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,10,3,0,0,20,16,15,19,3,3,0,0,2
Fleetwood Town,3,Bury,2,47.0,53.0,11,13,6,5,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,12,8,7,12,2,2,0,0,1
Northampton Town,3,Portsmouth,1,46.0,54.0,4,21,3,9,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,11,10,10,11,1,3,0,0,1
Oxford United,2,Bradford City,2,51.0,49.0,10,6,5,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,0,0,9,8,8,9,1,0,0,0,0
Peterborough United,2,Milton Keynes Dons,0,50.0,50.0,21,12,12,7,6,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,10,0,0,7,13,12,6,0,0,0,0,1
Plymouth Argyle,1,Blackpool,3,49.0,51.0,17,13,3,7,8,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,2,0,0,12,12,10,12,2,1,1,0,2
Rochdale,2,Doncaster Rovers,1,54.0,46.0,11,11,7,3,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,5,0,0,14,11,9,13,4,1,0,0,1
Rotherham United,5,Walsall,1,56.0,44.0,12,7,8,2,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,10,11,11,10,0,1,0,0,1
