team_name_home,team_score_home,team_name_away,team_score_away,possession_%_home,possession_%_away,total_shots_home,total_shots_away,on_target_home,on_target_away,off_target_home,off_target_away,blocked_home,blocked_away,passing_%_home,passing_%_away,attacking_3rd_%_home,attacking_3rd_%_away,key_passes_home,key_passes_away,clear-cut_chances_home,clear-cut_chances_away,crosses_%_home,crosses_%_away,dribbles_%_home,dribbles_%_away,corners_home,corners_away,offsides_home,offsides_away,recoveries_home,recoveries_away,tackles_%_home,tackles_%_away,interceptions_home,interceptions_away,blocks_home,blocks_away,clearances_home,clearances_away,headed_clearances_home,headed_clearances_away,aerial_duels_%_home,aerial_duels_%_away,blocked_crosses_home,blocked_crosses_away,saves_home,saves_away,catches_%_home,catches_%_away,fouls_committed_home,fouls_committed_away,fouls_won_home,fouls_won_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,match_result
Portsmouth,2,AFC Wimbledon,1,47.0,53.0,14,3,4,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,9,14,14,8,0,4,0,0,1
Walsall,0,Bristol Rovers,0,52.0,48.0,12,10,4,4,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,4,0,0,9,16,14,9,1,2,0,0,0
Wigan Athletic,0,Shrewsbury Town,0,55.0,45.0,17,4,4,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,11,10,9,10,1,2,0,0,0
Northampton Town,1,Blackburn Rovers,1,42.0,58.0,7,11,3,6,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,2,0,0,14,12,12,13,1,2,0,0,0
AFC Wimbledon,2,Bradford City,1,46.0,54.0,15,14,7,2,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,5,0,0,12,12,12,12,4,0,0,0,1
Bristol Rovers,0,Doncaster Rovers,1,55.0,45.0,7,6,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,0,0,14,12,12,14,2,2,0,0,2
Charlton Athletic,1,Blackpool,1,65.0,35.0,6,11,2,3,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,13,10,10,13,2,0,0,0,0
Oxford United,0,Wigan Athletic,7,42.0,58.0,3,17,0,8,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6,6,10,2,0,0,0,2
Peterborough United,3,Bury,0,45.0,55.0,8,16,4,4,2,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,1,0,0,14,11,9,13,1,0,0,1,1
Plymouth Argyle,4,Oldham Athletic,1,47.0,53.0,12,12,4,5,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,5,9,9,5,1,3,0,0,1
Rochdale,1,Walsall,1,46.0,54.0,11,13,2,2,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,1,1,0,0,12,9,9,12,2,1,0,0,0
Rotherham United,2,Milton Keynes Dons,1,53.0,47.0,17,11,10,6,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,8,0,0,19,12,11,18,2,4,0,0,1
Scunthorpe United,3,Southend United,1,48.0,52.0,15,18,8,2,4,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,1,5,0,0,10,15,13,10,0,1,0,0,1
Shrewsbury Town,2,Portsmouth,0,56.0,44.0,9,6,5,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,13,12,12,13,2,3,0,0,1
Fleetwood Town,0,Gillingham,2,58.0,42.0,12,7,0,4,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,9,8,8,9,1,0,0,0,2
AFC Wimbledon,0,Wigan Athletic,4,43.0,57.0,7,14,0,8,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4,0,0,0,16,13,13,16,3,2,1,0,2
Blackburn Rovers,2,Charlton Athletic,0,40.0,60.0,8,11,2,5,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,1,0,0,15,10,9,14,1,2,0,0,1
Doncaster Rovers,1,Oldham Athletic,1,49.0,51.0,7,7,4,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,8,11,11,8,0,1,0,0,0
Gillingham,4,Bristol Rovers,1,47.0,53.0,19,14,8,7,11,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,4,0,0,15,11,11,15,2,1,0,0,1
Northampton Town,2,Walsall,1,54.0,46.0,8,7,4,2,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2,0,0,14,14,13,14,2,2,1,1,1
Portsmouth,1,Bury,0,57.0,43.0,18,8,6,3,6,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,3,5,0,0,10,19,19,10,2,1,0,0,1
Rochdale,0,Oxford United,0,47.0,53.0,17,6,5,2,8,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,5,0,0,14,9,9,14,0,0,0,0,0
Rotherham United,1,Plymouth Argyle,1,57.0,43.0,14,7,6,4,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,11,10,9,11,1,2,1,0,0
Scunthorpe United,2,Milton Keynes Dons,2,46.0,54.0,10,24,5,11,2,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,9,3,0,0,12,13,13,10,1,3,1,0,0
Shrewsbury Town,1,Blackpool,0,51.0,49.0,9,8,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,9,14,13,9,1,2,0,0,1
Southend United,1,Bradford City,2,55.0,45.0,9,13,5,6,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,4,0,0,14,9,9,14,2,3,1,0,2
Blackpool,1,Rotherham United,2,51.0,49.0,6,13,2,3,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,1,0,0,13,12,10,13,1,3,0,0,2
Bradford City,4,Rochdale,3,54.0,46.0,18,12,11,8,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,0,0,7,18,17,7,1,1,0,0,1
Bristol Rovers,3,Southend United,0,56.0,44.0,23,3,11,0,9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,8,0,0,9,14,14,9,0,2,0,0,1
Charlton Athletic,0,Portsmouth,1,55.0,45.0,8,13,4,5,3,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,4,0,0,16,15,14,15,1,2,0,0,2
Milton Keynes Dons,1,Shrewsbury Town,1,40.0,60.0,7,7,2,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,0,0,18,13,13,17,2,1,0,0,0
Oldham Athletic,5,Northampton Town,1,49.0,51.0,16,12,10,5,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4,5,0,0,7,6,6,7,2,2,0,0,1
Oxford United,1,Doncaster Rovers,0,52.0,48.0,15,12,5,2,2,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,2,4,0,0,12,10,10,11,3,3,0,0,1
Peterborough United,2,Blackburn Rovers,3,47.0,53.0,11,12,5,6,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,0,0,8,12,12,8,1,2,1,0,2
Plymouth Argyle,2,Gillingham,1,50.0,50.0,12,14,7,10,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,9,5,0,0,9,11,11,9,0,3,0,0,1
Walsall,1,Scunthorpe United,0,55.0,45.0,11,8,5,1,4,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1,4,0,0,7,9,9,7,0,2,0,0,1
Wigan Athletic,2,Fleetwood Town,0,54.0,46.0,12,4,5,0,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,3,0,0,8,8,8,8,0,3,0,0,1
Bristol Rovers,2,Rotherham United,1,54.0,46.0,16,7,5,1,5,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,3,0,0,13,14,13,13,2,1,0,1,1
Southend United,2,Oldham Athletic,0,53.0,47.0,9,12,2,3,6,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,7,16,16,7,2,1,0,0,1
Blackpool,2,Blackburn Rovers,4,51.0,49.0,14,19,6,8,5,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,3,0,0,8,13,12,8,1,2,0,0,2
Charlton Athletic,2,Peterborough United,2,56.0,44.0,14,13,5,9,4,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,7,3,0,0,13,16,16,13,0,2,0,0,0
AFC Wimbledon,1,Walsall,2,55.0,45.0,17,5,3,3,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,11,5,5,11,1,1,0,0,2
Blackburn Rovers,2,Bristol Rovers,1,56.0,44.0,14,9,5,2,7,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,3,0,0,9,11,11,9,1,2,0,0,1
Doncaster Rovers,2,Milton Keynes Dons,1,63.0,37.0,13,15,6,6,5,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,4,0,0,12,19,19,12,0,4,0,0,1
Fleetwood Town,0,Blackpool,0,44.0,56.0,4,5,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,11,8,8,11,1,0,0,0,0
Gillingham,0,Oldham Athletic,0,51.0,49.0,13,15,3,6,6,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,3,0,0,10,9,8,10,1,3,0,0,0
Northampton Town,0,Bury,0,48.0,52.0,10,14,5,7,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,5,0,0,7,9,9,6,0,1,0,0,0
Portsmouth,1,Plymouth Argyle,0,52.0,48.0,13,6,6,1,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,5,0,0,9,8,8,9,1,2,0,0,1
Rochdale,2,Peterborough United,0,55.0,45.0,14,14,4,6,5,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,6,2,0,0,11,6,6,11,3,0,0,0,1
Rotherham United,1,Wigan Athletic,3,52.0,48.0,15,11,2,5,11,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,14,10,10,14,3,1,0,0,2
Scunthorpe United,2,Charlton Athletic,0,47.0,53.0,8,14,6,6,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,6,4,0,0,9,9,9,6,2,1,0,0,1
Shrewsbury Town,0,Bradford City,1,51.0,49.0,11,5,3,1,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,16,8,8,15,0,2,0,0,2
Southend United,1,Oxford United,1,54.0,46.0,14,12,5,3,6,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,4,0,0,7,12,12,7,1,2,0,0,0
Blackpool,1,Gillingham,1,55.0,45.0,22,9,6,2,11,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,4,8,0,0,14,12,12,13,0,1,0,0,0
Bradford City,1,Scunthorpe United,2,60.0,40.0,17,6,9,4,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,8,0,0,5,14,14,5,0,3,0,0,2
Bury,1,Shrewsbury Town,0,55.0,45.0,15,8,4,1,7,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,3,0,0,7,16,15,7,0,0,0,0,1
Charlton Athletic,2,Rochdale,1,54.0,46.0,17,14,7,7,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,5,0,0,9,23,22,9,0,3,0,0,1
Milton Keynes Dons,1,Southend United,1,51.0,49.0,6,11,1,6,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,6,1,0,0,11,15,14,11,3,2,0,0,0
Oldham Athletic,0,AFC Wimbledon,0,52.0,48.0,16,2,4,0,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,9,5,5,9,1,1,0,0,0
Oxford United,2,Blackburn Rovers,4,53.0,47.0,11,10,5,4,5,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,11,15,15,10,0,2,0,0,2
Peterborough United,2,Portsmouth,1,53.0,47.0,8,5,2,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,10,12,11,10,2,1,0,0,1
Plymouth Argyle,2,Northampton Town,0,47.0,53.0,12,8,4,1,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0,11,14,13,11,0,0,0,0,1
Walsall,4,Fleetwood Town,2,54.0,46.0,11,10,6,5,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,2,0,0,8,16,16,8,0,1,0,0,1
Wigan Athletic,3,Doncaster Rovers,0,59.0,41.0,11,7,7,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,4,0,0,15,10,10,15,3,2,0,0,1
Bristol Rovers,1,AFC Wimbledon,3,56.0,44.0,13,11,5,6,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,4,0,0,9,10,10,8,1,1,0,0,2
Bury,0,Blackburn Rovers,3,53.0,47.0,10,10,3,6,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3,3,0,0,8,13,13,8,0,0,0,0,2
Charlton Athletic,2,Milton Keynes Dons,2,59.0,41.0,13,10,5,4,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,4,0,0,15,21,21,15,3,5,0,0,0
Fleetwood Town,0,Doncaster Rovers,0,49.0,51.0,7,7,4,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,0,0,9,3,3,9,1,1,0,0,0
Northampton Town,0,Scunthorpe United,3,53.0,47.0,13,15,4,5,6,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,4,0,0,14,5,5,14,1,0,0,0,2
Oldham Athletic,3,Rochdale,1,57.0,43.0,17,7,7,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,5,4,0,0,9,7,7,8,3,0,0,0,1
Peterborough United,0,Blackpool,1,52.0,48.0,14,15,3,5,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,3,3,0,0,9,12,12,9,1,2,0,0,2
Plymouth Argyle,0,Oxford United,4,44.0,56.0,8,18,2,6,5,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,2,0,0,4,15,15,4,1,1,1,0,2
Portsmouth,1,Southend United,0,54.0,46.0,5,12,4,2,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,3,0,0,10,13,12,9,0,1,0,0,1
Rotherham United,1,Shrewsbury Town,2,56.0,44.0,9,7,5,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,15,16,15,15,1,1,0,1,2
Walsall,0,Gillingham,1,63.0,37.0,21,3,6,2,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,6,0,0,9,18,18,9,0,2,0,1,2
Wigan Athletic,1,Bradford City,2,49.0,51.0,13,10,5,3,3,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,1,6,0,0,5,7,6,5,1,0,0,0,2
AFC Wimbledon,2,Peterborough United,2,49.0,51.0,18,10,2,5,7,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,0,0,0,13,16,14,13,2,1,0,0,0
Doncaster Rovers,1,Rotherham United,1,54.0,46.0,6,12,1,2,3,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,1,0,0,11,15,15,10,1,1,0,0,0
Blackpool,2,Portsmouth,3,57.0,43.0,9,13,1,5,3,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,2,0,0,0,13,8,8,12,1,1,0,0,2
Bradford City,0,Plymouth Argyle,1,60.0,40.0,19,6,5,2,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,5,0,0,6,10,10,6,0,4,0,0,2
Gillingham,1,Bury,1,44.0,56.0,18,11,8,2,7,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,7,0,0,10,11,11,10,2,3,0,0,0
Milton Keynes Dons,1,Fleetwood Town,0,53.0,47.0,6,10,1,1,4,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,10,13,12,10,3,1,0,0,1
Oxford United,1,Northampton Town,2,55.0,45.0,12,14,6,4,4,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,2,5,0,0,8,9,9,8,0,3,0,0,2
Scunthorpe United,1,Bristol Rovers,0,56.0,44.0,9,3,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,7,8,8,7,2,2,0,0,1
Blackburn Rovers,2,Fleetwood Town,2,52.0,48.0,12,11,4,7,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,1,0,0,8,4,4,7,2,1,0,0,0
Northampton Town,1,Blackpool,0,43.0,57.0,7,7,2,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,11,13,12,11,3,2,0,0,1
Bristol Rovers,2,Milton Keynes Dons,0,46.0,54.0,18,8,7,1,9,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,2,8,0,0,9,9,9,9,0,1,0,0,1
Bury,0,Doncaster Rovers,1,46.0,54.0,9,13,2,3,4,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,2,2,0,0,16,13,12,16,1,1,1,0,2
Charlton Athletic,1,AFC Wimbledon,0,54.0,46.0,6,7,1,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,8,17,17,8,2,4,0,0,1
Fleetwood Town,2,Oxford United,0,45.0,55.0,11,4,3,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,6,2,2,5,0,0,0,0,1
Oldham Athletic,2,Scunthorpe United,3,54.0,46.0,17,14,5,6,9,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,3,0,0,9,10,10,9,1,2,0,0,2
Peterborough United,1,Shrewsbury Town,0,51.0,49.0,12,11,6,4,1,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,4,5,0,0,16,10,10,15,4,4,0,0,1
Plymouth Argyle,1,Rochdale,1,51.0,49.0,7,12,4,3,2,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,3,0,0,11,22,22,10,0,2,0,0,0
Portsmouth,0,Bradford City,1,53.0,47.0,17,6,3,2,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,3,0,0,13,12,11,12,2,1,0,0,2
Rotherham United,1,Gillingham,3,55.0,45.0,9,6,7,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,16,21,21,16,1,1,1,0,2
Walsall,0,Southend United,1,46.0,54.0,14,10,5,3,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,5,0,0,6,11,11,6,4,1,0,0,2
Wigan Athletic,0,Blackburn Rovers,0,53.0,47.0,13,5,2,1,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,13,21,18,12,0,3,0,1,0
Oldham Athletic,2,Bury,1,49.0,51.0,19,17,8,6,7,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,5,6,0,0,7,16,16,7,1,1,0,0,1
AFC Wimbledon,0,Plymouth Argyle,1,58.0,42.0,18,8,5,2,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,5,0,0,16,7,7,16,2,0,0,0,2
Blackburn Rovers,3,Portsmouth,0,53.0,47.0,10,7,6,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,11,11,10,1,1,1,0,1
Blackpool,1,Wigan Athletic,3,42.0,58.0,4,13,1,5,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,11,13,13,10,1,4,0,0,2
